Date,Team,Opponent,Home / Away,Result,Score,Visitor Score,Overtime,Goals,Assists,Points,Shots,Shots on Goal,Ground Balls,Turnovers,Caused Turnovers,Defensive Goals,Defensive Assists,Defensive Points,Defensive Shots,Defensive Shots on Goal,Defensive Groundball's,Defensive  Turnovers,Defensive  Caused Turnovers,Goals Allowed,Saves,Defensive Goals Allowed,Defensive Saves
2023-02-25,Queens (NC),"Wagner Towson, Md.",Away,L,9,13,NA,9,3,12,31,20,31,19,8,13,8,21,43,23,35,16,10,13,10,9,11
2023-03-07,Queens (NC),High Point,Away,L,6,22,NA,6,6,12,17,9,24,23,5,22,14,36,58,36,51,15,12,22,14,6,3
2023-03-18,Queens (NC),Air Force,Home,W,6,18,NA,6,3,9,21,11,34,28,11,18,7,25,39,25,38,20,10,18,7,6,5
2023-03-25,Queens (NC),Bellarmine,Away,W,12,24,NA,12,7,19,32,22,28,25,11,24,13,37,53,38,34,21,10,24,14,12,10
2023-03-29,Queens (NC),Lindenwood,Away,L,6,15,NA,6,5,11,40,19,25,24,5,15,7,22,57,28,43,20,10,15,13,6,13
2023-04-01,Queens (NC),Detroit Mercy,Home,W,9,5,NA,9,5,14,40,20,17,17,11,5,0,5,42,21,20,16,9,5,16,9,11
2023-04-08,Queens (NC),Jacksonville,Away,L,5,25,NA,5,3,8,22,14,19,14,2,25,20,45,80,51,50,10,11,25,26,5,9
2023-04-12,Queens (NC),Cleveland St.,Home,L,12,13,NA,12,7,19,33,22,25,19,6,13,6,19,36,27,28,14,9,13,14,12,10
2023-04-15,Queens (NC),Robert Morris,Home,L,10,14,NA,10,5,15,27,21,31,18,6,14,9,23,48,28,34,17,7,14,14,10,11
2023-04-22,Queens (NC),Mercer,Away,L,5,18,NA,5,2,7,31,14,21,22,7,18,11,29,51,35,23,16,11,18,17,5,9
2023-04-29,Queens (NC),Utah,Home,W,6,18,NA,6,4,10,31,19,28,18,8,18,9,27,65,39,41,14,12,18,21,6,13
2023-02-11,Quinnipiac,UMass Lowell,Home,W,21,12,NA,21,16,37,44,29,28,13,4,12,5,17,29,21,19,10,6,12,9,21,8
2023-02-18,Quinnipiac,Brown,Away,L,11,10,NA,11,7,18,39,23,26,22,4,10,8,18,48,31,30,14,10,10,21,11,12
2023-02-25,Quinnipiac,Bryant,Home,L,12,19,NA,12,6,18,43,27,35,22,6,19,6,25,50,37,39,11,9,19,18,12,15
2023-03-05,Quinnipiac,Merrimack,Home,W,8,16,NA,8,7,15,46,26,25,16,3,16,9,25,41,30,23,11,6,16,14,8,18
2023-03-11,Quinnipiac,Canisius,Home,W,13,12,NA,13,7,20,48,29,31,8,6,12,6,18,34,24,26,10,2,12,12,13,16
2023-03-18,Quinnipiac,Wagner,Away,W,11,12,3,11,5,16,39,23,16,18,8,12,5,17,48,28,17,11,7,12,16,11,12
2023-03-25,Quinnipiac,Marist,Home,W,14,12,NA,14,9,23,37,24,28,18,6,12,7,19,45,25,26,16,8,12,13,14,10
2023-03-29,Quinnipiac,Manhattan,Home,W,5,12,NA,5,2,7,30,13,24,17,2,12,7,19,37,27,23,10,4,12,15,5,8
2023-04-01,Quinnipiac,Mount St. Mary's,Away,W,11,18,NA,11,8,19,32,18,26,18,10,18,12,30,51,26,44,19,11,18,8,11,7
2023-04-08,Quinnipiac,Siena,Home,W,14,12,NA,14,7,21,48,29,36,16,6,12,7,19,46,29,22,13,4,12,17,14,15
2023-04-12,Quinnipiac,Sacred Heart,Away,W,11,13,NA,11,6,17,51,24,34,16,4,13,8,21,37,20,15,18,7,13,7,11,13
2023-04-15,Quinnipiac,VMI,Away,L,14,13,NA,14,8,22,46,28,26,12,1,13,9,22,42,25,21,8,8,13,12,14,14
2023-04-22,Quinnipiac,LIU,Home,W,19,13,NA,19,12,31,61,33,34,11,9,13,6,19,45,21,22,13,5,13,8,19,14
2023-04-29,Quinnipiac,Marist,Away,W,19,29,NA,19,12,31,38,25,35,17,6,29,17,46,56,40,54,12,14,29,11,19,6
2023-02-04,Richmond,Maryland,Away,L,4,15,NA,4,1,5,42,19,30,16,7,15,11,26,34,24,35,16,12,15,9,4,15
2023-02-18,Richmond,Bucknell,Home,L,18,5,NA,18,14,32,43,25,35,16,10,5,3,8,31,16,26,14,11,5,11,18,7
2023-02-24,Richmond,Towson,Home,L,10,7,NA,10,9,19,35,22,31,18,13,7,2,9,31,16,22,20,8,7,9,10,12
2023-02-26,Richmond,Fairfield,Home,L,10,8,NA,10,9,19,39,21,24,15,7,8,3,11,26,16,20,18,6,8,8,10,11
2023-03-04,Richmond,Virginia,Away,L,8,25,NA,8,4,12,28,18,24,15,8,25,14,39,51,33,53,15,5,25,8,8,10
2023-03-07,Richmond,Mercer,Home,L,11,6,NA,11,6,17,32,23,26,16,10,6,4,10,28,16,26,20,8,6,10,11,12
2023-03-11,Richmond,Georgetown,Away,W,12,13,NA,12,6,18,28,17,35,26,7,13,5,18,47,32,41,11,14,13,19,12,5
2023-03-25,Richmond,St. John's (NY),Away,W,11,8,NA,11,8,19,39,24,36,20,11,8,4,12,36,19,27,17,8,8,11,11,13
2023-04-01,Richmond,Saint Joseph's,Away,W,12,14,NA,12,7,19,45,25,27,12,9,14,5,19,41,24,32,17,5,14,10,12,13
2023-04-08,Richmond,Massachusetts,Home,W,13,12,NA,13,7,20,48,23,33,15,13,12,7,19,29,21,32,18,8,12,9,13,10
2023-04-15,Richmond,High Point,Home,L,13,9,NA,13,6,19,44,27,31,12,12,9,7,16,37,24,22,17,7,9,15,13,14
2023-04-22,Richmond,Hobart,Away,L,20,15,NA,20,14,34,51,32,41,13,9,15,8,23,47,32,28,14,4,15,17,20,12
2023-04-29,Richmond,St. Bonaventure,Home,W,26,10,NA,26,13,39,57,39,39,14,11,10,4,14,34,23,23,15,8,10,13,26,13
2023-05-04,Richmond,Massachusetts,Home,L,15,8,NA,15,6,21,45,31,27,12,10,8,3,11,30,19,26,19,2,8,11,15,16
2023-05-06,Richmond,High Point,Home,L,15,8,NA,15,6,21,40,24,24,13,7,8,5,13,33,23,28,20,3,8,15,15,9
2023-05-13,Richmond,Virginia,Away,L,8,17,NA,8,4,12,35,17,28,15,8,17,11,28,33,27,33,19,6,17,10,8,9
2023-02-11,Robert Morris,Bucknell,Away,W,12,9,NA,12,6,18,35,17,37,22,8,9,9,18,37,25,34,15,14,9,16,12,5
2023-02-21,Robert Morris,St. Bonaventure,Home,L,15,6,NA,15,11,26,46,22,35,17,10,6,4,10,30,20,23,19,6,6,14,15,7
2023-02-26,Robert Morris,Canisius,Away,W,13,8,NA,13,9,22,47,29,36,18,6,8,3,11,34,18,38,25,6,8,10,13,16
2023-03-04,Robert Morris,Hobart,Home,L,12,14,NA,12,8,20,39,21,20,9,4,14,7,21,45,22,21,13,2,14,8,12,9
2023-03-11,Robert Morris,High Point,Away,W,14,16,NA,14,8,22,37,26,26,11,9,16,10,26,49,28,42,16,7,16,12,14,12
2023-03-18,Robert Morris,Jacksonville,Home,W,6,12,NA,6,3,9,28,17,30,23,10,12,8,20,51,22,30,24,10,12,10,6,11
2023-03-25,Robert Morris,Cleveland St.,Home,L,11,6,NA,11,10,21,38,23,39,19,9,6,5,11,38,22,21,21,8,6,16,11,12
2023-03-29,Robert Morris,Detroit Mercy,Away,L,8,14,NA,8,7,15,30,16,29,21,5,14,5,19,47,27,33,11,9,14,13,8,8
2023-04-01,Robert Morris,Mercer,Away,W,8,9,NA,8,5,13,33,20,21,15,2,9,5,14,48,29,23,7,10,9,20,8,12
2023-04-08,Robert Morris,Utah,Home,L,16,26,NA,16,6,22,37,27,43,12,5,26,12,38,72,46,51,15,9,26,20,16,11
2023-04-12,Robert Morris,Bellarmine,Home,W,21,13,NA,21,16,37,59,41,40,11,8,13,6,19,37,21,21,13,4,13,8,21,20
2023-04-15,Robert Morris,Queens (NC),Away,L,14,10,NA,14,9,23,48,28,34,17,7,10,5,15,27,21,31,18,6,10,11,14,14
2023-04-22,Robert Morris,Lindenwood,Home,W,18,12,NA,18,12,30,56,36,58,24,13,12,5,17,29,21,26,19,10,12,9,18,18
2023-04-29,Robert Morris,Air Force,Away,L,5,13,NA,5,2,7,23,13,25,21,9,13,7,20,53,28,31,12,15,13,15,5,8
2023-05-02,Robert Morris,"Jacksonville Moon Township, Pa.",Away,L,9,8,NA,9,5,14,41,22,29,21,7,8,5,13,42,18,26,21,10,8,10,9,13
2023-05-05,Robert Morris,"Air Force Moon Township, Pa.",Away,L,4,12,NA,4,1,5,34,23,25,13,6,12,6,18,46,27,19,14,3,12,15,4,19
2023-02-04,Rutgers,Marist,Home,L,20,8,NA,20,11,31,66,33,44,13,9,8,4,12,31,20,26,14,4,8,12,20,13
2023-02-11,Rutgers,Stony Brook,Home,L,11,7,NA,11,4,15,49,34,33,12,13,7,6,13,32,14,26,21,4,7,7,11,23
2023-02-18,Rutgers,Army West Point,Away,W,13,14,NA,13,3,16,35,24,27,13,2,14,6,20,40,25,31,15,7,14,11,13,11
2023-02-25,Rutgers,Loyola Maryland,Home,L,10,6,NA,10,7,17,40,24,26,11,7,6,4,10,35,22,27,11,6,6,16,10,14
2023-02-28,Rutgers,St. John's (NY),Home,L,20,6,NA,20,15,35,48,33,38,9,6,6,3,9,28,17,31,17,3,6,11,20,13
2023-03-04,Rutgers,Utah,Home,W,18,14,NA,18,7,25,45,33,42,18,11,14,8,22,49,27,43,21,6,14,13,18,15
2023-03-11,Rutgers,Princeton,Home,W,14,13,1,14,9,23,53,29,38,12,10,13,8,21,38,26,29,15,7,13,13,14,15
2023-03-18,Rutgers,Massachusetts,Away,W,11,5,NA,11,5,16,53,31,36,12,7,5,1,6,32,17,22,16,7,5,12,11,20
2023-03-26,Rutgers,Ohio St.,Away,L,7,11,NA,7,4,11,43,24,23,10,7,11,6,17,37,18,29,14,5,11,7,7,17
2023-04-01,Rutgers,Johns Hopkins,Away,W,12,16,NA,12,5,17,48,26,37,14,6,16,8,24,38,25,25,14,9,16,9,12,14
2023-04-07,Rutgers,Michigan,Home,W,13,12,1,13,4,17,47,27,26,6,12,12,8,20,32,23,33,16,2,12,11,13,14
2023-04-16,Rutgers,Maryland,Home,W,8,11,NA,8,7,15,36,20,25,14,10,11,8,19,30,23,27,20,5,11,12,8,12
2023-04-21,Rutgers,Penn St.,Away,L,5,14,NA,5,3,8,46,23,35,14,10,14,9,23,35,22,24,20,8,14,8,5,18
2023-04-29,Rutgers,Maryland,Away,W,11,14,NA,11,6,17,32,21,21,9,7,14,13,27,36,27,36,19,6,14,13,11,10
2023-02-11,Sacred Heart,Saint Joseph's,Away,L,5,17,NA,5,2,7,21,10,23,17,8,17,6,23,50,32,37,14,10,17,15,5,5
2023-02-18,Sacred Heart,Lafayette,Away,L,8,15,NA,8,4,12,35,17,26,18,2,15,8,23,38,23,28,10,10,15,8,8,9
2023-02-22,Sacred Heart,Fairfield,Away,L,5,17,NA,5,1,6,23,14,22,20,3,17,11,28,47,32,38,18,9,17,15,5,9
2023-02-26,Sacred Heart,Stony Brook,Away,W,12,15,NA,12,6,18,36,20,28,18,8,15,9,24,41,33,30,13,8,15,18,12,8
2023-03-04,Sacred Heart,Drexel,Home,L,11,12,NA,11,7,18,38,27,25,16,7,12,7,19,39,29,23,13,8,12,17,11,16
2023-03-11,Sacred Heart,Siena,Away,L,8,11,NA,8,4,12,34,21,25,21,5,11,8,19,42,27,29,15,9,11,16,8,13
2023-03-18,Sacred Heart,Manhattan,Away,W,7,9,NA,7,3,10,25,13,21,15,3,9,4,13,43,18,23,12,11,9,9,7,6
2023-03-25,Sacred Heart,VMI,Home,L,16,4,NA,16,9,25,46,31,42,15,8,4,1,5,39,17,22,14,6,4,13,16,15
2023-03-29,Sacred Heart,Marist,Away,L,9,13,NA,9,6,15,35,19,26,22,5,13,8,21,41,25,40,14,10,13,12,9,10
2023-04-01,Sacred Heart,LIU,Home,L,10,9,NA,10,5,15,40,19,31,18,6,9,4,13,45,27,30,14,2,9,18,10,9
2023-04-08,Sacred Heart,Wagner,Away,W,13,9,NA,13,5,18,36,27,24,15,5,9,3,12,34,20,22,15,4,9,11,13,14
2023-04-12,Sacred Heart,Quinnipiac,Home,W,13,11,NA,13,8,21,37,20,15,18,7,11,6,17,51,24,34,16,4,11,13,13,7
2023-04-15,Sacred Heart,Mount St. Mary's,Home,L,12,13,NA,12,7,19,32,18,27,16,7,13,11,24,55,25,38,17,8,13,12,12,6
2023-04-22,Sacred Heart,Canisius,Home,L,15,8,NA,15,11,26,53,26,30,16,5,8,4,12,36,18,24,17,9,8,10,15,11
2023-04-29,Sacred Heart,Siena,Away,W,11,13,NA,11,7,18,24,14,21,20,6,13,6,19,46,26,33,9,11,13,13,11,3
2023-02-11,Saint Joseph's,Sacred Heart,Home,L,17,5,NA,17,6,23,50,32,37,14,10,5,2,7,21,10,23,17,8,5,5,17,15
2023-02-18,Saint Joseph's,Towson,Away,L,16,13,NA,16,8,24,40,25,34,15,6,13,9,22,37,20,27,17,9,13,7,16,9
2023-02-25,Saint Joseph's,Providence,Home,L,19,6,NA,19,8,27,58,38,42,16,5,6,4,10,25,12,14,16,3,6,6,19,19
2023-03-04,Saint Joseph's,Johns Hopkins,Away,W,14,15,NA,14,4,18,43,25,26,14,11,15,12,27,31,21,30,21,11,15,6,14,11
2023-03-08,Saint Joseph's,Penn,Home,L,12,13,1,12,7,19,41,26,28,12,6,13,10,23,31,19,25,15,6,13,6,12,14
2023-03-11,Saint Joseph's,"Drexel Philadelphia, Pa.",Away,W,16,18,NA,16,5,21,57,32,44,15,7,18,9,27,33,25,33,18,6,18,7,16,16
2023-03-18,Saint Joseph's,St. John's (NY),Away,L,16,10,NA,16,7,23,38,32,35,20,7,10,7,17,46,18,21,25,11,10,8,16,16
2023-03-25,Saint Joseph's,Duke,Home,W,9,12,NA,9,5,14,38,18,15,17,6,12,6,18,41,25,27,12,10,12,13,9,9
2023-04-01,Saint Joseph's,Richmond,Home,W,14,12,NA,14,5,19,41,24,32,17,5,12,7,19,45,25,27,12,9,12,13,14,10
2023-04-04,Saint Joseph's,Monmouth,Away,W,13,3,NA,13,7,20,38,20,34,21,12,3,1,4,33,15,26,20,11,3,12,13,7
2023-04-08,Saint Joseph's,St. Bonaventure,Away,W,18,9,NA,18,7,25,58,37,37,12,9,9,5,14,27,18,17,17,3,9,9,18,19
2023-04-15,Saint Joseph's,Hobart,Home,W,11,10,NA,11,6,17,50,24,28,15,4,10,7,17,41,19,22,12,4,10,9,11,13
2023-04-22,Saint Joseph's,Massachusetts,Home,W,11,10,NA,11,3,14,39,22,24,17,5,10,6,16,46,21,35,15,10,10,11,11,11
2023-04-29,Saint Joseph's,High Point,Away,L,17,11,NA,17,9,26,37,25,36,13,4,11,9,20,40,20,28,12,7,11,9,17,8
2023-05-04,Saint Joseph's,"High Point Richmond, Va.",Away,W,14,16,NA,14,4,18,41,24,34,16,8,16,12,28,45,28,35,17,10,16,12,14,10
2023-02-11,Siena,NJIT,Home,W,12,11,NA,12,7,19,59,32,35,15,10,11,5,16,36,18,32,24,3,11,7,12,20
2023-02-18,Siena,Providence,Away,W,11,18,NA,11,6,17,49,28,34,11,5,18,8,26,37,30,28,13,4,18,12,11,17
2023-02-26,Siena,UMass Lowell,Home,W,16,12,NA,16,9,25,50,29,26,10,5,12,6,18,31,22,26,15,5,12,10,16,13
2023-03-04,Siena,Dartmouth,Away,L,8,11,NA,8,6,14,26,17,27,17,14,11,4,15,37,24,37,21,9,11,13,8,9
2023-03-11,Siena,Sacred Heart,Home,L,11,8,NA,11,8,19,42,27,29,15,9,8,4,12,34,21,25,21,5,8,13,11,16
2023-03-18,Siena,VMI,Away,W,10,14,NA,10,6,16,38,23,28,14,13,14,6,20,44,24,31,21,12,14,10,10,13
2023-03-25,Siena,LIU,Away,W,11,13,NA,11,7,18,44,21,33,20,12,13,5,18,38,21,33,20,5,13,8,11,10
2023-03-29,Siena,Canisius,Away,W,10,9,1,10,3,13,49,25,34,19,8,9,4,13,42,29,41,24,5,9,20,10,15
2023-04-01,Siena,Wagner,Home,L,13,6,NA,13,10,23,45,30,30,8,13,6,3,9,38,20,37,20,1,6,14,13,17
2023-04-08,Siena,Quinnipiac,Away,W,12,14,NA,12,7,19,46,29,22,13,4,14,7,21,48,29,36,16,6,14,15,12,17
2023-04-12,Siena,Marist,Home,L,11,14,NA,11,8,19,51,26,40,17,10,14,5,19,46,27,39,16,9,14,13,11,15
2023-04-15,Siena,Manhattan,Away,W,10,6,NA,10,7,17,36,22,31,14,13,6,4,10,37,14,20,20,4,6,8,10,12
2023-04-22,Siena,Mount St. Mary's,Home,W,13,12,NA,13,10,23,41,23,35,12,11,12,3,15,47,25,40,18,8,12,13,13,10
2023-04-29,Siena,Sacred Heart,Home,W,13,11,NA,13,6,19,46,26,33,9,11,11,7,18,24,14,21,20,6,11,3,13,13
2023-05-04,Siena,Manhattan,Away,W,11,8,NA,11,6,17,33,20,34,12,13,8,7,15,38,20,32,19,5,8,12,11,9
2023-05-06,Siena,"Marist Riverdale, N.Y.",Away,L,7,12,NA,7,3,10,45,19,31,11,9,12,6,18,43,22,28,13,5,12,10,7,12
2023-02-11,St. Bonaventure,Bellarmine,Away,W,10,14,NA,10,5,15,30,16,30,21,8,14,6,20,51,25,35,15,17,14,11,10,6
2023-02-18,St. Bonaventure,Binghamton,Home,L,11,12,1,11,5,16,40,28,31,18,5,12,4,16,42,23,33,14,10,12,11,11,17
2023-02-21,St. Bonaventure,Robert Morris,Away,L,6,15,NA,6,4,10,30,20,23,19,6,15,11,26,46,22,35,17,10,15,7,6,14
2023-02-25,St. Bonaventure,VMI,Home,L,15,9,NA,15,10,25,40,24,32,20,9,9,5,14,36,23,24,16,11,9,14,15,9
2023-03-01,St. Bonaventure,UMBC,Away,L,4,13,NA,4,2,6,25,12,23,21,2,13,5,18,47,31,30,12,9,13,18,4,8
2023-03-11,St. Bonaventure,Cleveland St.,Home,W,6,13,NA,6,4,10,35,21,30,19,8,13,7,20,35,25,22,18,9,13,12,6,15
2023-03-14,St. Bonaventure,Canisius,Away,L,5,13,NA,5,2,7,36,19,26,21,7,13,7,20,52,26,37,19,10,13,13,5,14
2023-03-21,St. Bonaventure,Syracuse,Away,L,6,22,NA,6,2,8,37,19,30,15,6,22,14,36,39,26,32,11,10,22,4,6,13
2023-03-25,St. Bonaventure,Marquette,Away,W,5,9,NA,5,1,6,29,15,20,13,6,9,4,13,48,22,33,16,4,9,13,5,10
2023-04-01,St. Bonaventure,Hobart,Away,W,10,24,NA,10,5,15,40,20,35,14,11,24,13,37,53,31,40,15,7,24,7,10,10
2023-04-08,St. Bonaventure,Saint Joseph's,Home,W,9,18,NA,9,5,14,27,18,17,17,3,18,7,25,58,37,37,12,9,18,19,9,9
2023-04-15,St. Bonaventure,Massachusetts,Away,L,3,14,NA,3,1,4,20,13,22,16,5,14,9,23,66,36,34,9,8,14,22,3,10
2023-04-22,St. Bonaventure,High Point,Home,W,8,17,NA,8,6,14,46,25,29,20,9,17,13,30,45,27,35,18,11,17,10,8,17
2023-04-29,St. Bonaventure,Richmond,Away,W,10,26,NA,10,4,14,34,23,23,15,8,26,13,39,57,39,39,14,11,26,13,10,13
2023-02-11,St. John's (NY),"Manhattan West Islip, N.Y.",Away,W,5,9,NA,5,2,7,37,19,15,16,12,9,3,12,35,19,24,20,13,9,10,5,14
2023-02-18,St. John's (NY),Delaware,Away,L,9,16,NA,9,4,13,38,19,25,18,13,16,10,26,50,31,39,18,11,16,15,9,10
2023-02-25,St. John's (NY),Hofstra,Home,L,12,16,NA,12,8,20,44,21,17,17,12,16,10,26,49,30,37,18,8,16,14,12,9
2023-02-28,St. John's (NY),Rutgers,Away,L,6,20,NA,6,3,9,28,17,31,17,3,20,15,35,48,33,38,9,6,20,13,6,11
2023-03-04,St. John's (NY),Binghamton,Away,W,12,13,NA,12,8,20,42,22,30,14,10,13,8,21,38,26,31,18,5,13,13,12,10
2023-03-11,St. John's (NY),Jacksonville,Home,W,9,17,NA,9,5,14,37,19,24,24,12,17,15,32,52,34,45,22,20,17,17,9,10
2023-03-15,St. John's (NY),Stony Brook,Away,L,8,18,NA,8,3,11,38,21,34,22,10,18,7,25,50,30,55,28,6,18,12,8,13
2023-03-18,St. John's (NY),Saint Joseph's,Home,L,10,16,NA,10,7,17,46,18,21,25,11,16,7,23,38,32,35,20,7,16,16,10,8
2023-03-25,St. John's (NY),Richmond,Home,W,8,11,NA,8,4,12,36,19,27,17,8,11,8,19,39,24,36,20,11,11,13,8,11
2023-04-01,St. John's (NY),Villanova,Away,L,8,18,NA,8,6,14,27,18,28,23,4,18,10,28,65,38,40,16,12,18,20,8,10
2023-04-08,St. John's (NY),Marquette,Away,W,10,20,NA,10,5,15,39,19,26,21,5,20,8,28,51,36,43,20,9,20,16,10,9
2023-04-15,St. John's (NY),Denver,Home,L,10,12,NA,10,4,14,36,17,20,18,12,12,10,22,33,21,37,21,12,12,9,10,7
2023-04-22,St. John's (NY),Georgetown,Home,L,12,18,NA,12,6,18,35,24,24,13,6,18,15,33,48,31,48,13,6,18,13,12,12
2023-04-29,St. John's (NY),Providence,Away,W,11,12,1,11,6,17,37,17,25,21,10,12,10,22,55,35,37,16,4,12,23,11,6
2023-02-11,Stony Brook,Rutgers,Away,L,7,11,NA,7,6,13,32,14,26,21,4,11,4,15,49,34,33,12,13,11,23,7,7
2023-02-18,Stony Brook,Penn St.,Away,W,12,17,NA,12,3,15,35,21,29,19,5,17,11,28,39,26,30,19,10,17,9,12,9
2023-02-24,Stony Brook,Air Force,Home,L,15,8,NA,15,10,25,42,24,35,12,6,8,4,12,28,17,30,20,5,8,9,15,9
2023-02-26,Stony Brook,Sacred Heart,Home,W,15,12,NA,15,9,24,41,33,30,13,8,12,6,18,36,20,28,18,8,12,8,15,18
2023-03-04,Stony Brook,Brown,Home,L,12,17,NA,12,8,20,45,22,33,13,6,17,10,27,44,28,32,15,5,17,11,12,10
2023-03-11,Stony Brook,Providence,Away,L,9,10,1,9,1,10,41,28,29,11,5,10,7,17,41,24,21,15,5,10,14,9,19
2023-03-15,Stony Brook,St. John's (NY),Home,L,18,8,NA,18,7,25,50,30,55,28,6,8,3,11,38,21,34,22,10,8,13,18,12
2023-03-18,Stony Brook,Hampton,Away,W,19,3,NA,19,11,30,61,37,35,10,11,3,1,4,14,12,12,26,4,3,9,19,18
2023-03-25,Stony Brook,Monmouth,Away,L,15,12,NA,15,9,24,46,26,34,10,7,12,8,20,32,21,30,16,6,12,9,15,11
2023-04-01,Stony Brook,Towson,Home,W,13,12,NA,13,4,17,35,20,29,13,8,12,7,19,54,29,42,17,6,12,17,13,7
2023-04-08,Stony Brook,Drexel,Away,W,14,15,1,14,8,22,57,25,33,10,10,15,12,27,35,21,32,21,7,15,6,14,11
2023-04-15,Stony Brook,Delaware,Home,W,9,12,NA,9,5,14,43,19,33,21,4,12,4,16,43,27,30,10,11,12,15,9,10
2023-04-22,Stony Brook,Fairfield,Home,W,17,14,NA,17,9,26,50,30,35,14,5,14,6,20,47,29,48,13,7,14,15,17,13
2023-04-29,Stony Brook,Hofstra,Away,L,11,10,NA,11,7,18,30,20,23,12,7,10,5,15,45,21,38,17,5,10,11,11,9
2023-05-04,Stony Brook,"Drexel Newark, Del.",Away,L,13,10,NA,13,9,22,42,23,23,16,9,10,8,18,46,25,30,16,8,10,15,13,10
2023-05-06,Stony Brook,Delaware,Away,W,10,13,NA,10,5,15,41,24,25,16,4,13,6,19,44,27,27,9,11,13,14,10,14
2023-02-04,Syracuse,Vermont,Home,W,7,5,NA,7,5,12,44,23,27,18,11,5,2,7,35,18,29,21,8,5,13,7,16
2023-02-10,Syracuse,UAlbany,Home,L,20,7,NA,20,9,29,43,29,34,11,4,7,3,10,42,22,25,11,7,7,15,20,9
2023-02-12,Syracuse,Holy Cross,Home,L,15,6,NA,15,13,28,51,35,35,8,10,6,0,6,33,17,32,23,4,6,11,15,20
2023-02-18,Syracuse,Maryland,Away,W,12,15,NA,12,4,16,29,21,25,15,8,15,10,25,50,33,46,18,9,15,18,12,9
2023-02-25,Syracuse,North Carolina,Home,L,13,19,NA,13,9,22,41,25,22,12,8,19,10,29,50,36,36,12,8,19,17,13,12
2023-03-05,Syracuse,Duke,Home,L,13,14,1,13,8,21,32,24,27,12,8,14,5,19,66,36,44,14,7,14,22,13,11
2023-03-11,Syracuse,Johns Hopkins,Home,W,9,11,NA,9,6,15,42,30,24,13,11,11,6,17,40,23,27,15,6,11,12,9,21
2023-03-14,Syracuse,Hofstra,Away,W,16,8,NA,16,13,29,48,28,19,10,6,8,6,14,51,21,32,20,4,8,13,16,12
2023-03-21,Syracuse,St. Bonaventure,Home,L,22,6,NA,22,14,36,39,26,32,11,10,6,2,8,37,19,30,15,6,6,13,22,4
2023-03-25,Syracuse,Hobart,Home,L,18,7,NA,18,8,26,60,31,25,10,10,7,1,8,33,21,33,19,5,7,14,18,13
2023-04-01,Syracuse,Notre Dame,Home,L,12,20,NA,12,6,18,43,23,19,9,5,20,10,30,45,32,33,12,5,20,12,12,11
2023-04-08,Syracuse,Princeton,Away,L,16,13,NA,16,11,27,50,31,37,16,6,13,8,21,47,30,33,9,8,13,17,16,15
2023-04-15,Syracuse,North Carolina Good Counsel HS,Away,L,15,14,NA,15,7,22,36,23,35,16,12,14,6,20,50,27,49,18,15,14,13,15,8
2023-04-22,Syracuse,Virginia,Away,W,12,19,NA,12,9,21,37,22,35,15,11,19,14,33,60,34,43,14,10,19,15,12,10
2023-04-29,Syracuse,Duke,Away,W,15,18,NA,15,8,23,45,27,23,10,7,18,10,28,39,28,31,13,5,18,10,15,12
2023-02-11,Towson,Mount St. Mary's,Away,W,20,7,NA,20,12,32,48,30,34,14,6,7,5,12,37,18,32,15,11,7,11,20,10
2023-02-18,Towson,Saint Joseph's,Home,L,13,16,NA,13,9,22,37,20,27,17,9,16,8,24,40,25,34,15,6,16,9,13,7
2023-02-24,Towson,Richmond,Away,L,7,10,NA,7,2,9,31,16,22,20,8,10,9,19,35,22,31,18,13,10,12,7,9
2023-03-01,Towson,Loyola Maryland,Home,L,11,12,1,11,5,16,45,26,39,18,6,12,9,21,43,22,30,17,9,12,10,11,15
2023-03-05,Towson,UMBC,Away,W,4,8,NA,4,2,6,24,12,31,26,12,8,1,9,46,23,33,22,9,8,15,4,8
2023-03-11,Towson,Virginia,Away,W,12,19,NA,12,8,20,43,22,40,20,5,19,14,33,60,39,46,10,13,19,20,12,10
2023-03-18,Towson,Drexel,Home,L,11,12,1,11,6,17,49,26,30,16,9,12,4,16,42,19,30,19,6,12,7,11,15
2023-03-25,Towson,Fairfield,Home,L,11,7,NA,11,8,19,37,21,48,23,15,7,3,10,32,22,33,22,10,7,15,11,10
2023-04-01,Towson,Stony Brook,Away,W,12,13,NA,12,7,19,54,29,42,17,6,13,4,17,35,20,29,13,8,13,7,12,17
2023-04-08,Towson,Hofstra,Away,W,10,8,NA,10,8,18,43,19,26,21,3,8,4,12,42,28,28,11,9,8,20,10,9
2023-04-13,Towson,Denver,Home,L,10,12,NA,10,3,13,39,20,30,14,8,12,9,21,32,19,28,12,8,12,7,10,10
2023-04-15,Towson,Hampton,Home,W,20,1,NA,20,14,34,54,30,40,10,14,1,0,1,10,5,29,25,6,1,4,20,10
2023-04-22,Towson,Monmouth,Away,L,15,11,NA,15,8,23,46,28,31,11,7,11,7,18,34,20,37,16,6,11,9,15,13
2023-04-29,Towson,Delaware,Home,W,15,10,NA,15,6,21,47,23,36,21,11,10,6,16,35,24,30,15,12,10,14,15,8
2023-05-04,Towson,Delaware,Away,L,8,11,NA,8,7,15,38,18,32,14,12,11,6,17,40,18,32,17,8,11,7,8,10
